Time,ID,Lat,Lon,Alt,SSID,MAC,Ferquency,Signal
Sun Dec 10 18:42:00 IST 2017,,31.89741188,34.81647065,103,Bezeq-NGN_CCB255E81C7F,cc:b2:55:e8:1c:80,6,-90
Sun Dec 10 18:42:00 IST 2017,,31.89741141,34.8164703,103,vered2.4,74:da:3b:81:69:bb,10,-91
Sun Dec 10 18:42:00 IST 2017,,31.89741125,34.81647017,103,vered2.4_2EX,74:da:38:81:69:ba,10,-93
Sun Dec 10 18:43:00 IST 2017,,31.89740996,34.81646984,103,Rotman2,80:1f:02:5d:a2:50,10,-89
Sun Dec 10 18:43:00 IST 2017,,31.89740993,34.81646988,103,david,8c:59:c3:e8:d1:1b,52,-85
Sun Dec 10 18:43:00 IST 2017,,31.89740965,34.81646977,103,BezeqFree,52:12:f5:fd:53:c3,11,-90
Sun Dec 10 18:45:00 IST 2017,,31.89740525,34.81646857,103,Bamberger_Net,ac:f1:df:9e:cd:41,1,-91
Sun Dec 10 18:46:00 IST 2017,,31.89740514,34.8164688,103,NIPPON_7069,08:97:58:33:5c:aa,3,-80
Sun Dec 10 18:46:00 IST 2017,,31.897405,34.81646877,103,HOTBOX-ED6A,7c:03:4c:ff:3e:48,11,-91
Sun Dec 10 18:47:00 IST 2017,,31.89740306,34.81646858,103,ortal123,14:ae:db:a2:e3:0d,11,-93
Sun Dec 10 18:47:00 IST 2017,,31.89740305,34.81646857,103,midr-cardvr-v1_midevc5fc,44:2c:05:ce:c5:fc,9,-89
Sun Dec 10 18:48:00 IST 2017,,31.89740153,34.81646837,103,Haymon2,14:ae:db:c8:11:7d,11,-94
Sun Dec 10 18:49:00 IST 2017,,31.89740032,34.81646813,103,BezeqFree,06:ae:db:c8:11:7d,11,-93
Sun Dec 10 18:49:00 IST 2017,,31.8973998,34.81646809,103,Bamberger_Net,ac:f1:df:9e:cd:41,1,-86
Sun Dec 10 18:52:00 IST 2017,,31.89739158,34.81646565,103,G4_3529,5c:70:a3:8b:ea:5c,6,-84
Sun Dec 10 18:56:00 IST 2017,,31.89738816,34.81646321,103,AndroidAP,98:86:b1:05:18:dd,6,-81
Sun Dec 10 18:57:00 IST 2017,,31.89738757,34.81646223,103,Xperia_XA_e6be,9e:5c:f9:56:d7:8f,6,-90
Sun Dec 10 18:59:00 IST 2017,,31.8973863,34.81646175,103,MEIZU_M3s,1e:cd:e5:5c:23:f6,10,-84
Sun Dec 10 19:01:00 IST 2017,,31.89738499,34.81646057,103,Tuvia,ac:f1:df:9e:fa:61,13,-83
Sun Dec 10 19:01:00 IST 2017,,31.89738499,34.81646057,103,Claude,c4:12:f5:fd:53:c2,11,-87
Sun Dec 10 19:02:00 IST 2017,,31.89738423,34.81646034,103,Harazi,e0:ce:c3:8a:d4:45,1,-46
Sun Dec 10 19:02:00 IST 2017,,31.89738423,34.81646034,103,arye52,14:ae:db:3c:7c:d2,5,-87
Sun Dec 10 19:02:00 IST 2017,,31.89738423,34.81646034,103,GAL,84:26:15:e9:95:a3,1,-80
Sun Dec 10 19:02:00 IST 2017,,31.89738423,34.81646034,103,Tuvia,ac:f1:df:9e:fa:61,13,-86
Sun Dec 10 19:02:00 IST 2017,,31.89738423,34.81646034,103,BezeqNGN_008702_2.4GHz_1,f8:e9:03:11:bc:09,6,-79
Sun Dec 10 19:02:00 IST 2017,,31.89738423,34.81646034,103,GOLANT,42502_732_3859743,0,-113
Sun Dec 10 19:02:00 IST 2017,,31.89738428,34.81646042,103,david,8c:59:c3:e8:d1:1b,52,-92
Sun Dec 10 19:02:00 IST 2017,,31.89738428,34.81646042,103,Yarden,c0:ac:54:f7:50:5a,6,-89
Sun Dec 10 19:02:00 IST 2017,,31.89738428,34.81646042,103,idolior_5GExt,64:d9:54:e5:68:e2,44,-93
Sun Dec 10 19:02:00 IST 2017,,31.89738428,34.81646042,103,BezeqFree,14:af:db:3c:7c:d2,5,-85
Sun Dec 10 19:02:00 IST 2017,,31.89738428,34.81646042,103,hopfeld,14:ae:db:aa:74:72,2,-91
Sun Dec 10 19:02:00 IST 2017,,31.89738432,34.81646046,103,Harazi,e0:ce:c3:8a:d4:45,1,-39
Sun Dec 10 19:02:00 IST 2017,,31.89738432,34.81646046,103,Bezeq-NGN_E817A7,cc:b2:55:e8:17:a8,6,-89
Sun Dec 10 19:02:00 IST 2017,,31.89738432,34.81646043,103,Bezeq-NGN_E817A7,cc:b2:55:e8:17:a8,6,-80
Sun Dec 10 19:02:00 IST 2017,,31.89738432,34.81646043,103,idolior_2GExt,64:d9:54:e5:68:e3,1,-82
Sun Dec 10 19:02:00 IST 2017,,31.89738432,34.81646043,103,Giovanna123,20:0c:c8:11:5b:ec,1,-86
Sun Dec 10 19:02:00 IST 2017,,31.89738432,34.81646043,103,porat,e0:ce:c3:8b:a6:29,1,-87
Sun Dec 10 19:02:00 IST 2017,,31.89738435,34.8164605,103,Nastya,7c:b7:33:2b:a7:c6,6,-87
Sun Dec 10 19:02:00 IST 2017,,31.8973843,34.81646051,103,vilensky_guest,ee:94:f6:87:a8:31,13,-90
Sun Dec 10 19:02:00 IST 2017,,31.8973843,34.81646051,103,HaikuAndi,00:e0:20:6b:23:04,1,-87
Sun Dec 10 19:02:00 IST 2017,,31.89738438,34.81646064,103,NIPPON_2329,08:97:58:33:d0:56,2,-80
Sun Dec 10 19:02:00 IST 2017,,31.89738438,34.81646064,103,Virus,74:d0:2b:5e:8b:e8,6,-84
Sun Dec 10 19:02:00 IST 2017,,31.89738431,34.8164606,103,david,8c:59:c3:e8:d1:1a,1,-82
Sun Dec 10 19:03:00 IST 2017,,31.89738423,34.81646067,103,Haimon2,74:da:38:81:66:bd,2,-86
Sun Dec 10 19:03:00 IST 2017,,31.89738417,34.81646069,103,Yarden,c0:ac:54:f7:50:5a,6,-83
Sun Dec 10 19:03:00 IST 2017,,31.89738387,34.81646063,103,Nastya,7c:b7:33:2b:a7:c6,6,-82
Sun Dec 10 19:03:00 IST 2017,,31.89738387,34.81646063,103,HotSpot-B40016A2,02:c6:b4:00:16:a2,6,-82
Sun Dec 10 19:03:00 IST 2017,,31.89738359,34.81646057,103,Haimon2,74:da:38:81:66:bd,2,-81
Sun Dec 10 19:04:00 IST 2017,,31.89738316,34.81646055,103,sod-moriah-Adin_2.4,f8:e9:03:10:f1:89,6,-92
Sun Dec 10 19:04:00 IST 2017,,31.89738287,34.81646054,103,riva,14:ae:db:52:41:85,11,-90
Sun Dec 10 19:04:00 IST 2017,,31.8973827,34.81646046,103,Bezeq_18037,30:46:9a:2c:f5:2c,6,-83
Sun Dec 10 19:43:00 IST 2017,,31.89734849,34.81638882,104,Tuvia,ac:f1:df:9e:fa:61,13,-70
Sun Dec 10 19:43:00 IST 2017,,31.89734849,34.81638882,104,idolior_5GExt,64:d9:54:e5:68:e2,44,-73
Sun Dec 10 19:43:00 IST 2017,,31.89734849,34.81638882,104,Oxana25,14:ae:db:38:99:3d,6,-83
Sun Dec 10 19:43:00 IST 2017,,31.89734849,34.81638882,104,DIRECT-1E-HPDeskJet3830series,40:b0:34:60:e6:1f,6,-83
Sun Dec 10 19:43:00 IST 2017,,31.89734849,34.81638882,104,DIRECT-3F-HPDeskJet3830series,a0:8c:fd:01:eb:bb,11,-84
Sun Dec 10 19:43:00 IST 2017,,31.89734849,34.81638882,104,Xiaomi_C4D7_3B28,34:ce:00:4a:c4:d8,4,-87
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,BezeqFree,14:af:db:3c:7c:d2,5,-71
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,arye52,14:ae:db:3c:7c:d2,5,-73
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,Nastya,7c:b7:33:2b:a7:c6,6,-74
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,medina,8c:59:c3:e9:8e:02,2,-84
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,ana_5,6c:b0:ce:38:4e:4d,40,-88
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,medina,8c:59:c3:e9:8e:03,52,-90
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,arye52_5,14:ae:db:3c:7c:d5,48,-91
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,zenit,6c:b0:ce:35:a9:a0,1,-85
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,HOTFiber,e0:ce:c3:f0:08:8a,12,-86
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,zenit_5,6c:b0:ce:35:a9:a1,60,-92
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,BEZEQINT-0611,14:ae:db:56:06:15,11,-90
Sun Dec 10 19:43:00 IST 2017,,31.89737074,34.81639472,100,Bezeq-B,9c:d6:43:21:d3:ef,6,-86
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,edimaxEXT.setupa0,74:da:38:83:03:a0,2,-77
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,Xiaomi_C4D7_3B28,34:ce:00:4a:c4:d8,4,-77
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,Nastya,7c:b7:33:2b:a7:c6,6,-69
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,medina,8c:59:c3:e9:8e:02,2,-75
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,medina,8c:59:c3:e9:8e:03,52,-72
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,arye52_5,14:ae:db:3c:7c:d5,48,-86
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,zenit_5,6c:b0:ce:35:a9:a1,60,-87
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,Bezeq-B,9c:d6:43:21:d3:ef,6,-79
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,idolior_2GExt,64:d9:54:e5:68:e3,1,-68
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,Ortal123,40:65:a3:29:81:73,6,-75
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,HOTFiber-5B60,d0:84:b0:ff:53:09,10,-76
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,DIRECT-48-HPDeskJet4670series,70:5a:0f:b2:b5:49,1,-80
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,idolior,74:88:8b:fd:6d:08,1,-81
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,Daniel_Zohar,a0:ab:1b:55:6f:98,4,-81
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,aimog_5,10:5a:f7:01:8a:5a,52,-85
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,DanArie_5,14:ae:db:ca:7e:dd,48,-87
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,soneva5,3c:1e:04:08:85:25,48,-91
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,BezeqNGN_007020_5GHz_1,70:62:b8:34:82:2e,48,-77
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,BezeqNGN_008702_5GHz_1,f8:e9:03:11:bc:0a,48,-82
Sun Dec 10 19:43:00 IST 2017,,31.89738702,34.81639766,95,edimaxEXT.setup5Ga1,74:da:38:83:03:a1,52,-91
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,idolior_5GExt,64:d9:54:e5:68:e2,44,-67
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,medina,8c:59:c3:e9:8e:02,2,-70
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,Yarden,c0:ac:54:f7:50:5a,6,-73
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,Haimon2,74:da:38:81:66:bd,2,-74
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,SuperBox2013,00:90:8f:2a:6d:34,6,-81
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,Hila2704,14:ae:db:b1:c3:dd,6,-82
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,DAP-1325,78:32:1b:07:7c:2c,9,-82
Sun Dec 10 19:43:00 IST 2017,,31.89735872,34.81643079,86,,62:45:b1:25:c9:04,36,-77
